redstone_print_and_mail_id,fire_dept,fire_chief,full_address,address,city,state,zip,office_number,fax_number,general_email,chief_email,dept_website,city_website,macs_designator,personnel,county,fire_dept_id,data_as_of
532,"McCloud Volunteer Fire Dept.","Craig Young Tolosano , Fire Chief","P.O. Box 640 Mc Cloud CA 96057","P.O. Box 640","Mc Cloud",CA,96057,"(530) 964- 2422","(530) 964- 3175",,mcsdfire@snowcrest.net,,,MCU,Volunteer,Siskiyou,47050,"Feb 2019"
533,"Meadow Valley Fire Protection Dist.","Bill Bradfield , Fire Chief","P.O. Box 130 Meadow Valley CA 95956","P.O. Box 130","Meadow Valley",CA,95956,"(530) 283- 2036",no_fax,,,,,MVQ,Volunteer,Plumas,32035,"Feb 2019"
534,"Meeks Bay Fire Protection Dist.","John Pang , Fire Chief","P.O. Box 189 Tahoma CA 96142","P.O. Box 189",Tahoma,CA,96142,"(530) 525- 7548","(530) 525- 4502",staff@meeksbayfire.com,mbfire@wildblue.net,www.meeksbayfire.com,,MEK,"Mostly Volunteer","El Dorado",09025,"Feb 2019"
535,"Mendoci	no Fire Protection Dist.","Danny Hervilla,  Fire Chief","P.O. Box 901 Mendocino CA 95460","P.O. Box 901",Mendocino,CA,95460,"(707) 937- 0131","(707) 937- 3835",mvfd@mcn.org,c8400@mcn.org,,,MND,Volunteer,Mendocino,23050,"Feb 2019"
536,"Menlo Park Fire Protection Dist.","Harold Schapelhouman , Fire Chief","300 Middlefield Road Menlo Park CA 94025","300 Middlefield Road","Menlo Park",CA,94025,"(650) 688- 8400","(650) 323- 9129",,hschapelhouman@menlofire.org,www.menlofire.org,"www.ci.menlo -park.ca.us",MNL,Paid,"San Mateo",41050,"Feb 2019"
537,"Merced City Fire Dept.","Michael Wilkinson , Fire Chief","99 E 16th Street Merced CA 95340","99 E 16th Street",Merced,CA,95340,"(209) 388- 8736","(209) 385- 6870",Fireweb@cityofmerced.org,wilkinsonm@cityofmerced.org,www.cityofmerced.org/depts/fire,www.cityofmerced.org,MER,Paid,Merced,24030,"Feb 2019"
538,"Merced County Fire Dept.","Dale Hutchinson , Fire Chief","5366 Hwy. 49, North Mariposa CA 95338","5366 Hwy. 49, North",Mariposa,CA,95338,"(209) 966- 3622","(209) 966- 2907",,dale.hutchinson@fire.ca.gov,www.co.merced.ca.us/index.asp?nid=70,www.co.merced.ca.us,MRD,"Mostly Volunteer",Mariposa,24035,"Feb 2019"
539,"Meridian Fire Dept.","Scott Hankins , Fire Chief","P.O. Box 298 Meridian CA 95957","P.O. Box 298",Meridian,CA,95957,"(530) 696- 2306","(530) 696- 0214",,,,,MDN,"Mostly Volunteer",Sutter,51015,"Feb 2019"
540,"Mesa Grande Fire Dept.","Howard Maxcy , Fire Chief","P.O. Box 270 Santa Ysabel CA 92070","P.O. Box 270","Santa Ysabel",CA,92070,"(760) 782- 0795",no_fax,,,,,MGR,Paid,"San Diego",37101,"Feb 2019"
541,"Mid Coast Fire Brigade","Cheryl Goetz , Fire Chief","38000 Palo Colorado Road Carmel CA 93923","38000 Palo Colorado Road",Carmel,CA,93923,no_office,"(831) 625- 8175",,firechief@midcoastfirebrigade.org,www.midcoastfirebrigade.org,,MCC,Volunteer,Monterey,27910,"Feb 2019"
542,"Milford Fire Dist.","Jim West , Fire Chief","P.O. Box 265 Milford CA 96121","P.O. Box 265",Milford,CA,96121,"(530) 253- 2203",no_fax,,,,,,Volunteer,Lassen,18075,"Feb 2019"
543,"Mill Valley Fire Dept.","Bob Ritter , Dir. of Police & Fire Services","P.O. Box 265 Milford CA 96121","P.O. Box 265",Milford,CA,96121,"(530) 253- 2203",no_fax,,www.cityofmillvalley.org/fire.html,www.millvalley.org,"MLV    Personnel:  Paid",,Volunteer,Lassen,18075,"Feb 2019"
544,"Millbrae Fire Dept.","Dennis Haag , Director of Public Safety","511 Magnolia Ave. Millbrae CA 94030","511 Magnolia Ave.",Millbrae,CA,94030,"(650) 259- 2400","(650) 259- 2442",fire@ci.millbrae.ca.us,DHaag@ci.millbrae.ca.us,www.ci.millbrae.ca.us,www.ci.millbrae.ca.us,MIL,Paid,"San Mateo",41055,"Feb 2019"
545,"Millville Fire Protection District","Devon Tassen , Fire Chief","P.O. Box 32 Millville CA 96062","P.O. Box 32",Millville,CA,96062,"(530) 547- 4304",no_fax,,,,,MVL,Volunteer,Shasta,45935,"Feb 2019"
546,"Milpitas Fire Dept.","Robert Mihovich , Fire Chief","777 Main Street Milpitas CA 95035","777 Main Street",Milpitas,CA,95035,"(408) 586- 2800","(408) 942- 3269",,rmihovich@ci.milipitas.ca.gov,www.ci.milpitas.ca.gov/government/fire/default.asp,www.ci.milpitas.ca.gov,MLP,Paid,"Santa Clara",43030,"Feb 2019"
547,"Miramar Fire Dept.","Jerry Sack , Fire Chief","P.O. Box 452006 San Diego CA 92145","P.O. Box 452006","San Diego",CA,92145,"(858) 577- 1962","(858) 577- 6535",,jerry.sack@usmc.mil,www.miramarfire.org,,MSM,Paid,"San Diego",37811,"Feb 2019"
548,"Miranda Volunteer Fire Dept.","Robert Harris , Fire Chief","P.O. Box 252 Miranda CA 95553","P.O. Box 252",Miranda,CA,95553,no_office,"(707) 943- 3720",,rharris@hypersurf.com,,,MIR,Volunteer,Humboldt,12145,"Feb 2019"
549,"Mission Soledad Rural Fire Protection Dist.","Steven Negro , Interim Fire Chief","P.O. Box 156 Soledad CA 93960","P.O. Box 156",Soledad,CA,93960,"(831) 678- 3963","(831) 678- 3265",,,,,MSR,"Mostly Volunteer",Monterey,27095,"Feb 2019"
550,"Mi	-Wuk/Sugar Pine Fire Protection Dist.","John DeMello , Fire Chief","24247 Highway 108 Twain Harte CA 95383","24247 Highway 108","Twain Harte",CA,95383,"(209) 586- 5256","(209) 586- 0265",,miwukfire@firedept.net,,,WUK,"Mostly Volunteer",Tuolumne,55015,"Feb 2019"
551,"Mod	esto Fire Dept.","Sean Salmon , Fire Chief","3705 Oakdale Dr. Modesto CA 95354","3705 Oakdale Dr.",Modesto,CA,95354,"(209) 552- 3600","(209) 578- 9591",,sslamon@modestorfa.org,www.ci.modesto.ca.us/mfd,www.ci.modesto.ca.us,MST,Paid,Stanislaus,50040,"Feb 2019"
552,"Mokelumne Hill Fire Protection Dist.","Edward Cavalli , Fire Chief","P.O. Box 281 Mokelumne Hill CA 95245","P.O. Box 281","Mokelumne Hill",CA,95245,"(209) 286- 1389","(209) 286- 1389",,chief@mokeehillfire.org,www.mokehillfire.org,,MOK,"Mostly Volunteer",Calaveras,05025,"Feb 2019"
553,"Mokelumne Rural FPD","Frank Ramirez , Fire Chief","13157 E. Brandt Road Lockeford CA 95237","13157 E. Brandt Road",Lockeford,CA,95237,"(209) 727- 0564","(209) 727- 0863",,framirez@mokelumnefire.org,,,MKE,"Mostly Volunteer","San Joaquin",39125,"Feb 2019"
554,"Mono City Fire Pr	otection Dist.","Michael Clayton, Fire Chief","P.O. Box 373 Lee Vining CA 93541","P.O. Box 373","Lee Vining",CA,93541,"(760) 647- 6601","(760) 647- 6695",,,,,MON,Volunteer,Mono,26040,"Feb 2019"
555,"Monrovia Fire Dept.","Brad Dover , Fire Chief","141 E. Lemon Ave. Monrovia CA 91016","141 E. Lemon Ave.",Monrovia,CA,91016,"(626) 256- 8100","(626) 256- 8112",,bdover@ci.monrovia.ca.us,www.ci.monrovia.ca.us,www.ci.monrovia.ca.us,MRV,Paid,"Los Angeles",19125,"Feb 2019"
556,"Montague Fire Protection Dist.","Roger Martin , Fire Chief","361 South 10th Street Montague CA 96064","361 South 10th Street",Montague,CA,96064,no_office,"(530) 459- 3809",montaguefire@snowcrest.net,montaguefire@snowcrest.net,,,MTF,Volunteer,Siskiyou,47055,"Feb 2019"
557,"Montclair Fire Dept.","Troy Ament , Fire Chief","P.O. Box 2308 Montclair CA 91763","P.O. Box 2308",Montclair,CA,91763,"(909) 447- 3540","(909) 621- 5261",firedept@ci.montclair.ca.us,tament@ci.montclair.ca.us,www.ci.montclair.ca.us/depts/fire,www.ci.montclair.ca.us,MTC,Paid,"San Bernardino",36140,"Feb 2019"
558,"Monte Rio Fire Protection Dist.","Steve Baxman , Fire Chief","P.O. Box 279 Monte Rio CA 95462","P.O. Box 279","Monte Rio",CA,95462,"(707) 865- 2067","(707) 865- 0814",mrfd@lynx.com,chief5400@sbcglobal.net,,,MRO,"Mostly Volunteer",Sonoma,49100,"Feb 2019"
559,"Montebello Fire Dept.","Kurt Norwood , Interim Fire Chief","600 N. Montebello Blvd. Montebello CA 90640","600 N. Montebello Blvd.",Montebello,CA,90640,"(323) 887- 4510","(323) 887- 4506",,knorwood@cityofmontebello.com,www.cityofmontebello.com/departments/fire.htm,www.cityofmontebello.com,MTB,Paid,"Los Angeles",19130,"Feb 2019"
560,"Montecito Fire Protection Dist.","Ron McClain , Fire Chief","595 San Ysidro Road Santa Barbara CA 93108","595 San Ysidro Road","Santa Barbara",CA,93108,"(805) 969- 7762","(805) 969- 3598",,rmcclain@montecitofire.com,www.montecitofire.com,,MTO,Paid,"Santa Barbara",42030,"Feb 2019"
561,"Monterey Fire Dept.","Gaudenz Panholzer , Fire Chief","City Hall Monterey CA 93940","City Hall",Monterey,CA,93940,no_office,"(831) 646- 2723",,gpanholzer@ci.monterey.org,www.monterey.org/fire,www.monterey.org,MNT,Paid,Monterey,27060,"Feb 2019"
562,"Monterey Park Fire Dept.","Cathleen Orchard , Fire Chief","320 W. Newmark Ave. Monterey Park CA 91754","320 W. Newmark Ave.","Monterey Park",CA,91754,"(626) 307- 1264","(626) 307- 1381",,corchard@montereypark.ca.gov,,"www.ci.monterey -park.ca.us",MPK,Paid,"Los Angeles",19135,"Feb 2019"
563,"Mon	terey Penninsula Airport Fire Dept.","John Trenner , Fire Chief","200 Fred Kane Drive, #200 Monterey CA 93940","200 Fred Kane Drive, #200",Monterey,CA,93940,"(831) 648- 7008","(831) 372- 8298",,jtrenner@montereyairport.com,,www.montereyairport.com,PMA,Paid,Monterey,27150,"Feb 2019"
564,"Montezuma Fire Protection Dist.","Edward Martel , Fire Chief","2405 S. B Street Stockton CA 95206","2405 S. B Street",Stockton,CA,95206,"(209) 464- 5234","(209) 466- 2624",,chief181@firedept.net,"under construction",,ZUM,"Mostly Volunteer","San Joaquin",39095,"Feb 2019"
565,"Montezuma Fire Protection Dist.","Stan Simi , Fire Chief","21 N. 4th Street Rio Vista CA 94571","21 N. 4th Street","Rio Vista",CA,94571,"(707) 374- 5962","(707) 374- 4999",,simi2@citlink.net,www.montezumafpd.com,,MTZ,"Mostly Volunteer",Solano,48090,"Feb 2019"
566,"Montezuma Valley Volunteer Fire Dept.","Gary Loyd , Fire Chief","37370 Montezuma Valley Road Ranchita CA - 9722","37370 Montezuma Valley Road",Ranchita,CA,"- 9722","(760) 782- 3467",no_fax,,,,,,Volunteer,"San Diego",37940,"Feb 2019"
567,"Montgomery Creek Volunteer Fire Company","Rick Danielson , Fire Chief","P.O. Box 75 Montgomery Creek CA 96065","P.O. Box 75","Montgomery Creek",CA,96065,"(530) 337- 6101",no_fax,,,www.company71.org,,MTG,Volunteer,Shasta,45940,"Feb 2019"
568,"Moraga	-Orinda Fire Protection Dist.","Jerry Lee , Interim Fire Chief","33 Orinda Way Orinda CA 94563","33 Orinda Way",Orinda,CA,94563,"(925) 258- 4512",no_fax,admin@mofd.org,jlee@mofd.org,www.mofd.org,,MOR,Paid,"Contra Costa",07060,"Feb 2019"
569,"Morgan Hill Fire Dept.","Derek Witmer , Fire Chief","18300 Old Monterey Road Morgan Hill CA 95037","18300 Old Monterey Road","Morgan Hill",CA,95037,"(408) 779- 2121",no_fax,firedepartment@morganhill.ca.gov,firechief@morganhill.ca.gov,"www.morgan -hill.ca.gov/445/fire -department","www.morgan -hill.ca.gov",MRG,Paid,"Santa Clara",43040,"Feb 2019"
570,"Morongo Fire Dept.","Phil Kelleher , Fire Chief","11581 Potrero Road Banning CA 92220","11581 Potrero Road",Banning,CA,92220,"(951) 755- 5314","(951) 849- 7194",,phillip_kelleher@morongo.org,,,MRF,Paid,Riverside,33053,"Feb 2019"
571,"Morongo Valley Fire Dept.","Jock Johnson , Fire Chief","11207 Ocotillo St. Morongo Valley CA 92256","11207 Ocotillo St.","Morongo Valley",CA,92256,no_office,"(760) 363- 6774",,j.johnson@morongovalleyfire.org,www.morongovalleyfire.org,,MGO,Paid,"San Bernardino",36150,"Feb 2019"
572,"Morro Bay Fire Dept.","Steve Knuckles , Fire Chief","715 Harbor Street Morro Bay CA 93442","715 Harbor Street","Morro Bay",CA,93442,"(805) 772- 6242","(805) 772- 6253","ctousignant@morro -bay.ca.us",sknuckles@morrobayca.gov,"http://www.morro -bay.ca.us/index.aspx?nid=631","www.morro -bay.ca.us",MRB,"Mostly Paid","San Luis Obispo",40040,"Feb 2019"
573,"Mosquito Fire Protection Dist.","George Kellison , Fire Chief","8801 Rock Creek Road Placerville CA 95667","8801 Rock Creek Road",Placerville,CA,95667,"(530) 626- 9017","(530) 626- 3240",,mosquitofire@hnet.us,,,MQT,Volunteer,"El Dorado",09026,"Feb 2019"
574,"Mount Shasta City Fire Dept.","Matt Melo, Fire Chief","305 N. Mt. Shasta Blvd. Mount Shasta CA 96067","305 N. Mt. Shasta Blvd.","Mount Shasta",CA,96067,"(530) 926- 7546","(530) 926- 3601",,firtruck@inreach.com,,,MSH,"Mostly Volunteer",Siskiyou,47065,"Feb 2019"
575,"Mount Shasta Fire Protection Dist.","Christopher Baker , Fire Chief","P.O. Box 467 Mount Shasta CA 96067","P.O. Box 467","Mount Shasta",CA,96067,"(530) 926- 4607","(530) 926- 5187",,msfpd@nctv.com,,,,"Mostly Volunteer",Siskiyou,47065,"Feb 2019"
576,"Mount Shasta Vista Volunteer Fire Company","Mary Cameron , Fire Chief","13502 Roland Drive Montague CA 96064","13502 Roland Drive",Montague,CA,96064,"(530) 459- 0855","(530) 459- 5824",,montague61@mfire.com,,,MSV,Volunteer,Siskiyou,47067,"Feb 2019"
577,"Mountain Fire/Rescue Co.","John Horner , Fire Chief","16497 Armstrong Rd #16 Mountain Ranch CA 95246","16497 Armstrong Rd #16","Mountain Ranch",CA,95246,"(209) 728- 3180","(209) 728- 3180",,,,,MFR,Volunteer,Shasta,05018,"Feb 2019"
578,"Mountain Gate Fire Dept.","Don Kerns , Fire Chief","14508 Wonderland Blvd. Redding CA 96003","14508 Wonderland Blvd.",Redding,CA,96003,"(530) 275- 3003","(530) 275- 3043",,,,,WMG,"Mostly Volunteer",Shasta,45080,"Feb 2019"
579,"Mountain House Community Service Dist. FD","Paul Tualla , Fire Chief","P.O. Box 790 French Camp CA 95231","P.O. Box 790","French Camp",CA,95231,no_office,no_fax,,,,,,Paid,"San Joaquin",39150,"Feb 2019"
580,"Mountain Valley Fire Dept.","Steve Odom , Fire Chief","P.O. Box 427 Dunlap CA 93621","P.O. Box 427",Dunlap,CA,93621,"(559) 338- 1100",no_fax,,odoms51@netzero.net,,,MVY,Volunteer,Fresno,10145,"Feb 2019"
581,"Mountain View Fire Dept.","Juan Diaz , Interim Fire Chief","1000 Villa  Street Mountain View CA 94041","1000 Villa  Street","Mountain View",CA,94041,"(650) 903- 6802","(650) 903- 6122",,juan.diaz@mountainview.gov,www.mountainview.gov/depts/fire/default.asp,www.mountainview.gov,MTV,Paid,"Santa Clara",43050,"Feb 2019"
582,"Mountain Vie	w Fire Protection Dist.","Juan Diaz , Fire Chief","9633 Crows Landing Road Crows Landing CA 95313","9633 Crows Landing Road","Crows Landing",CA,95313,"(209) 634- 4766","(209) 638- 9852",,juan.diaz@mountainview.gov,,,MVW,Volunteer,Stanislaus,50115,"Feb 2019"
583,"Mountain Volunteer Fire Company","Loren Davis , Fire Chief","5198 Sharp Road Calistoga CA 94515","5198 Sharp Road",Calistoga,CA,94515,"(707) 942- 2222",no_fax,,,www.mountainvfd.org,,MOU,Volunteer,Sonoma,49103,"Feb 2019"
584,"Mt. Baldy Fire Dept.","William Stead , Fire Chief","P.O. Box 488 Mt. Baldy CA 91759","P.O. Box 488","Mt. Baldy",CA,91759,"(909) 982- 1213","(909) 982- 1625",,,mtbaldyfire.com,,BDY,Volunteer,"San Bernardino",36155,"Feb 2019"
585,"Mt. Laguna Volunteer Fire Dept.","Dennis Sherman , Fire Chief","P.O. Box 51 Mt. Laguna CA 91948","P.O. Box 51","Mt. Laguna",CA,91948,"(619) 473- 8281","(619) 473- 0136",mtlaguna_fire83@hotmail.com,,,,MLG,Volunteer,"San Diego",37103,"Feb 2019"
586,"Mt. Pass Volunteer Fire Dept.","Albert Johnson , Fire Chief","Moly Mine, P.O. Box 124 Mountain Pass CA 92366","Moly Mine, P.O. Box 124","Mountain Pass",CA,92366,"(760) 856- 2253",no_fax,,,,,PSS,Volunteer,"San Bernardino",36156,"Feb 2019"
587,"Muir Beach Volunteer Fire Dept.","Steve Wynn , Fire Chief","19- A Seacape Drive Muir Beach CA -9739","19- A Seacape Drive","Muir Beach",CA,-9739,"(415) 380- 9627","(415) 383- 5809",info@muirbeachfire.com,,www.muirbeachfire.com,,MUI,Volunteer,Marin,21085,"Feb 2019"
588,"Mule Creek State Prison","Steve Sjotvedt , Fire Chief","4001 Hwy. 104 Ione CA 95640","4001 Hwy. 104",Ione,CA,95640,"(209) 274- 4911","(209) 274- 5209",,steven.sjotvedt@cdcr.ca.gov,,,MUP,Paid,Amador,03410,"Feb 2019"
589,"Murphys Fire Protection Dist.","Steve Kovacs , Fire Chief","P.O. Box 1260 Murphys CA 95247","P.O. Box 1260",Murphys,CA,95247,"(209) 728- 3864","(209) 728- 2951",murfire@comcast.net,,,,MRP,Volunteer,Calaveras,05030,"Feb 2019"
590,"Murrieta Fire Dept.","Scott Ferguson , Fire Chief","41825 Juniper Street Murrieta CA 92562","41825 Juniper Street",Murrieta,CA,92562,"(951) 461- 6159","(951) 677- 6799",,sferguson@murrietaca.org,www.murrieta.org/services/fire,www.murrieta.org,MUR,Paid,Riverside,33055,"Feb 2019"
591,"Myers Flat Fire Protection Dist.","Gary Mason , Fire Chief","P.O. Box 131 Myers  Flat A 95554","P.O. Box 131","Myers  Flat",A,95554,"(707) 943- 3442","(707) 943- 3765",,,,,MYR,Volunteer,Humboldt,12080,"Feb 2019"
592,"Napa City Fire Dept.","Steve Brassfield , Fire Chief","P.O. Box 660 Napa CA 94559","P.O. Box 660",Napa,CA,94559,"(707) 257- 9593","(707) 258- 7816",mwright@cityofnapa.org,sbrassfield@cityofnapa.org,,www.cityofnapa.org,NAP,Paid,Napa,28010,"Feb 2019"
593,"Napa County Fire Dept.","Ernie Loveless , Unit Chief","1199 Big Tree Road Saint Helena CA 94574","1199 Big Tree Road","Saint Helena",CA,94574,"(707) 967- 1400","(707) 967- 1473",,ernie.loveless@fire.ca.gov,,www.cityofnapa.org,NAP,Paid,"NPA    Personnel:  Paid","ERROR extracting [fire_dept_id] field from: MACS Designator: NPA    Personnel:  Paid","Feb 2019"
594,"Napa State Hosp. Fire Dept.","J.M. Alviso , Fire Chief","2100 Napa Vallejo Hwy. Napa CA 94558","2100 Napa Vallejo Hwy.",Napa,CA,94558,"(707) 253- 5316","(707) 254- 2441",,jalviso@dmhnsh.state.ca.us,,,NSH,Paid,Napa,28490,"Feb 2019"
595,"NAS Lemoore Federal Fire Dept.","Jacob McAfee , Fire Chief","767 Franklin Ave. Lemoore CA 93246","767 Franklin Ave.",Lemoore,CA,93246,"(559) 998- 1704","(559) 998- 3242",,jacob.mcafee@navy.mil,,,NLE,Paid,Kings,16810,"Feb 2019"
596,"NASA 	Ames Fire Department","Roger Bloom , Fire Chief","Fire Dept. Bldg. #580, P.O. Box 44 Moffett Field CA -0009","Fire Dept. Bldg. #580, P.O. Box 44","Moffett Field",CA,-0009,"(650) 604- 6953","(650) 604- 6003",,roger.a.bloom@nasa.gov,http://www.pso.arc.nasa.gov/ES/Ames_Fire.html,,MOF,Paid,"Santa Clara",43810,"Feb 2019"
597,"National City Fire Dept.","Frank Parra, Fire Chief","1243 National City Blvd. National City CA 91950","1243 National City Blvd.","National City",CA,91950,"(619) 336- 4550","(619) 336- 4562",fire@nationalcityca.gov,fparra@nationalcityca.gov,"http://www.ci.national -city.ca.us/index.aspx?page=126","www.ci.national -city.ca.us",NAT,Paid,"San Diego",37110,"Feb 2019"
598,"Naval Air Facility El Centro","Jose Oropeza , Fire Chief","1605  - 3rd St., Code N30 El Centro CA 92243","1605  - 3rd St., Code N30","El Centro",CA,92243,"(760) 339- 2251","(760) 339- 2909",,jose.oropeza@navy.mil,,,NAF,Paid,Imperial,13810,"Feb 2019"
599,"Naval Air Weapons Sta. Fire/Emergency Services Div.","Derrick Dison , Fire Chief","Code n23ns China Lake CA - 6100","Code n23ns","China Lake",CA,"- 6100","(760) 939- 4628","(760) 939- 4613",,derrick.dison@navy.mil,,,NWC,Paid,Kern,15060,"Feb 2019"
600,"Naval Weapons Station 	- Seal Beach","Timothy Ybarra , Fire Chief","800 Seal Beach Blvd., FD Code 031 Seal Beach CA 90740","800 Seal Beach Blvd., FD Code 031","Seal Beach",CA,90740,no_office,"(562) 626- 7130",,timothy.ybarra@navy.mil,,,NVW,Paid,Orange,30815,"Feb 2019"
601,"Nevada City Fire Dept.","Sam Goodspeed,  Fire Chief","317 Broad Street Nevada City CA 95959","317 Broad Street","Nevada City",CA,95959,"(530) 265- 2351","(530) 265- 8640",,sam.goodspeed@nevadacityfire.org,www.nevadacityfire.org,,NEV,"Mostly Volunteer",Nevada,29040,"Feb 2019"
602,"Nevada County Consolidated Fire Dist.","Jim Turner , Fire Chief","640 Coyote Street Nevada City CA 95959","640 Coyote Street","Nevada City",CA,95959,"(530) 265- 4431","(530) 265- 4438",nccfire@nccfire.com,jimturner@nccfire.com,www.nccfire.com,,NCC,"Mostly Paid",Nevada,29015,"Feb 2019"
603,"Nevada County Fire Dept.","Tony Clarabut , Fire Chief","13760 Lincoln Way Auburn A 95603","13760 Lincoln Way",Auburn,A,95603,no_office,"(530) 823- 9201",,tony.clarabut@fire.ca.gov,,,NCO,Paid,Placer,29041,"Feb 2019"
604,"Neverland Valley Ranch Fire & Security Dept.","Violet Silva,  Fire Chief","P.O. Box 9 Los Olivos CA 93441","P.O. Box 9","Los Olivos",CA,93441,"(805) 688- 9979","(805) 686- 0083",,,,,NVF,Paid,"Santa Barbara",42018,"Feb 2019"
605,"Newberry Springs Community 	Services Dist.","Robert Springer , Fire Chief","P.O. Box 6 Newberry Springs CA 92365","P.O. Box 6","Newberry Springs",CA,92365,"(760) 257- 4342","(760) 257- 4314",,,,,NBY,"Mostly Volunteer","San  Bernardino",36165,"Feb 2019"
606,"Newcastle Fire Protection Dist.","Mitch Higgins , Battalion Chief","P.O. Box 262 Newcastle CA 95658","P.O. Box 262",Newcastle,CA,95658,"(916) 663- 3323","(916) 663- 3323",info@newcastlefire.org,mhiggins@newcastlefire.org,www.newcastlefire.org,,NEW,Paid,Placer,31066,"Feb 2019"
607,"Newman Volunteer Fire Dept.","Mel Souza , Fire Chief","1162 N Street Newman CA 95360","1162 N Street",Newman,CA,95360,no_office,"(209) 862- 1716",nfd@cityofnewman.com,1162nvfd@inreach.com,www.cityofnewman.com/page15.html,www.cityofnewman.com,NWM,Volunteer,Stanislaus,50080,"Feb 2019"
608,"Newport Beach Fire Dept.","Mike Morgan , Fire Chief","3300 Newport Blvd. Newport Beach CA 92663","3300 Newport Blvd.","Newport Beach",CA,92663,"(949) 644- 3101","(949) 644- 3388",CGill@NBFD.net,mmorgan@nbfd.net,"www.city.newport -beach.ca.us/FMD/default.htm","www.city.newport -beach.ca.us",NPB,Paid,Orange,30055,"Feb 2019"
609,"Nicasio Volunteer Fire Dept.","Joe Runyon,  Fire Chief","P.O. Box 791 Nicasio CA 94946","P.O. Box 791",Nicasio,CA,94946,"(415) 662- 2218",no_fax,,,,"www.city.newport -beach.ca.us",NPB,Paid,www.nicasio.net,"ERROR extracting [fire_dept_id] field from: City Web:  www.nicasio.net","Feb 2019"
610,"Nicasio Volunteer Fire Dept.","Joe Runyon,  Fire Chief","Nice V	olunteer Fire Dept.	 	 Jim Robbins , Fire Chief ERROR no city field in P.O. Box 4000     ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Nice V	olunteer Fire Dept.	 	 Jim Robbins , Fire Chief","ERROR no city field in P.O. Box 4000     ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(415) 662- 2218",no_fax,"(707) 274- 3100   Fax: (707) 274- 8095",,,,NPB,Paid,"NIC    Personnel: Mostly Volunteer","ERROR extracting [fire_dept_id] field from: MACS Designator: NIC    Personnel: Mostly Volunteer","Feb 2019"
611,"Niland Fire Dist.","Michael Aleksick, Fire Chief","P.O. Box 40 Niland CA 92257","P.O. Box 40",Niland,CA,92257,"(760) 359- 0410","(760) 359- 4542",nilfire@inreach.com,,,,NIL,"Mostly Volunteer",Imperial,13040,"Feb 2019"
612,"North Central Fire 	Protection Dist.","Lonnie Downs , Fire Chief","15850 West Kearney Blvd. Kerman CA 93630","15850 West Kearney Blvd.",Kerman,CA,93630,"(559) 275- 5531","(559) 846- 3788",,ldowns@ncfpd.net,www.ncfpd.net,,NCN,Paid,Fresno,10040,"Feb 2019"
613,"North County Fire Protection Dist.","Stephen Abbott , Fire Chief","330 S. Main Avenue Fallbrook CA 92028","330 S. Main Avenue",Fallbrook,CA,92028,"(760) 723- 2005","(760) 723- 2004",,sabbott@ncfire.org,www.ncfire.org,,NCF,Paid,"San Diego",37075,"Feb 2019"
614,"North County Fire Protection Dist. of Monterey County","Chris Orman , Fire Chief","11200 Speegle Street Castroville CA 95012","11200 Speegle Street",Castroville,CA,95012,no_office,"(831) 633- 2572",admin@ncfpd.org,c5200@ncfpd.org,www.ncfpd.org,,NCD,"Mostly Paid",Monterey,27025,"Feb 2019"
615,"North Kern State Prison Fire Dept.","Herschall Rose, Jr. , Fire Chief","2737 W. Cecil Ave. Delano CA 93215","2737 W. Cecil Ave.",Delano,CA,93215,"(661) 721- 3135","(661) 721- 6260",,,,,NKP,Paid,Kern,15412,"Feb 2019"
616,"North San 	Juan Fire Protection Dist.","Jason Flores , Fire Chief","P.O. Box 299 No. San Juan CA -0299","P.O. Box 299","No. San Juan",CA,-0299,"(530) 292- 9159","(530) 292- 1417",info911@nsjfire.org,chief61@nsjfire.org,www.nsjfire.org,,NSJ,Volunteer,Nevada,29050,"Feb 2019"
617,"North Sonoma Coast FPD","Bonnie Plakos , Fire Chief","P.O. Box 1528 Legget CA 95455","P.O. Box 1528",Legget,CA,95455,"(707) 785- 2648",no_fax,,,www.northsonomacoastfpd.org,,,,Mendocino,49104,"Feb 2019"
618,"North Tahoe Fire Protection Dist.","Michael Schwartz , Fire Chief","P.O. Box 5879 Tahoe City CA 96145","P.O. Box 5879","Tahoe City",CA,96145,"(530) 584- 2318",no_fax,customerservice@ntfire.net,schwartz@ntfire.net,www.ntfire.net,,NTF,"Mostly Paid",Placer,31044,"Feb 2019"
619,"North Tree Fire International","James Hill, III , Chief/President","P.O. Box 1588 Monterey CA 93942","P.O. Box 1588",Monterey,CA,93942,"(831) 624- 2719","(831) 625- 2558",200@NorthTreeFire.com,,www.northtreefire.com,,NTI,Paid,Monterey,27013,"Feb 2019"
620,"Northern Calif. Youth Authority","Derrick Bowler , Fire Chief","P.O. Box 213004 Stockton CA 95213","P.O. Box 213004",Stockton,CA,95213,"(209) 944- 6351","(209) 948- 0824",,dbowler@cya.ca.gov,,,NCY,Paid,"San Joaquin",39450,"Feb 2019"
