j,TOLLFREE,Company,Title,First Name,Last Name,Address,City,State,Zip,Z4,Carrier Route,Phone Number,Primary SIC Code,County,Number of Employees,Sales Volume,Fax,Website Available,Primary SIC Code Description
j,855-475-3060,KOGER'S PAINT & BODY SHOP,OWNER,BILLY,KOGER,5220 MONTICELLO RD,COLUMBIA,SC,29203,3523,C041,8037860830,753201,RICHLAND,5 to 9,$500000 to $1 million,,,Automobile Body-Repairing & Painting
j,855-475-3060,PARENTING PARTNERS,,,,1826 BULL ST,COLUMBIA,SC,29201,2506,C024,8037445002,832218,RICHLAND,5 to 9,Unknown,,,Social Service & Welfare Organizations
j,855-475-3060,BUFFET JASMINE,,,,7461 TWO NOTCH RD,COLUMBIA,SC,29223,7645,C023,8037881966,581208,RICHLAND,5 to 9,Less than $500000,,,Restaurants
j,855-475-3060,KYZER TRUCK & TRAILER,OWNER,JAKE,KYZER,1516 PINEVIEW DR,COLUMBIA,SC,29209,5053,R010,8037762999,753813,RICHLAND,5 to 9,$500000 to $1 million,8037762275,KYZERTRUCKANDTRAILER.COM,Trailers-Repairing & Service
j,855-475-3060,ARBORS AT WINDSOR LAKE,MANAGER,DELORES,TODD,8720 WINDSOR LAKE BLVD,COLUMBIA,SC,29223,2629,C029,8036995400,651303,RICHLAND,5 to 9,$1 to 2.5 million,8036996918,ARBORS-APTS.NET,Apartments
j,855-475-3060,KITTY'S HALLMARK,SITE MANAGER,ANNE MARIE,RALSTON,6185 SAINT ANDREWS RD,COLUMBIA,SC,29212,3150,C073,8035510990,594712,LEXINGTON,5 to 9,$500000 to $1 million,,HALLMARK.COM,Gift Shops
j,855-475-3060,245 DRY CLEANERS,OWNER,JUN,KIM,9139 TWO NOTCH RD,COLUMBIA,SC,29223,5844,C008,8036994648,721201,RICHLAND,5 to 9,Less than $500000,,,Cleaners
j,855-475-3060,FRUGAL MAC DOOGAL LIQUORS,MANAGER,STEVE,MORGAN,4012 FERNANDINA RD,COLUMBIA,SC,29212,3358,C082,8037440680,592102,LEXINGTON,10 to 19,$2.5 to 5 million,8037314356,,Liquors-Retail
j,855-475-3060,CLARK'S AUTO CLINIC INC,OWNER,JIM,CLARK,2032 SUMTER ST,COLUMBIA,SC,29201,2120,C003,8032527571,753801,RICHLAND,5 to 9,$500000 to $1 million,,,Automobile Repairing & Service
j,855-475-3060,RAINBOW CHILD CARE CTR,,,,937 W CONFEDERATE AVE,COLUMBIA,SC,29201,1819,C068,8037659445,835101,RICHLAND,10 to 19,$500000 to $1 million,,RAINBOWCCC.COM,Child Care Service
j,855-475-3060,SISTERS OF CHARITY FOUNDATION,EXECUTIVE DIRECTOR,THOMAS,KEITH,2711 MIDDLEBURG DR STE 115,COLUMBIA,SC,29204,2413,C091,8032540230,839908,RICHLAND,5 to 9,Unknown,8037480444,SISTERSOFCHARITYSC.COM,Human Services Organizations
j,855-475-3060,CAROLINA WOMENS PHYSICAL THRPY,,,,4015 FOREST DR,COLUMBIA,SC,29204,4350,C092,8036679326,801104,RICHLAND,5 to 9,$1 to 2.5 million,,CAROLINAWOMENSPHYSICALTHERAPY.COM,Clinics
j,855-475-3060,NORTON'S STEREO,OWNER,LARRY,NORTON,2804 BROAD RIVER RD,COLUMBIA,SC,29210,6028,C001,8037319653,553107,RICHLAND,10 to 19,$1 to 2.5 million,8037319443,NORTONCARSTEREO.COM,Automobile Alarms
j,855-475-3060,CAROLINA TAN FACTORY,OWNER,JENNY,BACKMAN,9600 TWO NOTCH RD STE 7,COLUMBIA,SC,29223,1612,R020,8038652085,729944,RICHLAND,5 to 9,Less than $500000,,CAROLINATANFACTORY.COM,Tanning Salons
j,855-475-3060,SURGIFORM,VICE PRESIDENT,JOHN,BARTHE,610 CLEMSON RD,COLUMBIA,SC,29229,4300,R045,8034621743,801101,RICHLAND,10 to 19,$1 to 2.5 million,,,Physicians & Surgeons
j,855-475-3060,RESOURCE ASSOCIATES INC,OTHER,MELISSA,EVANS,1898 CALHOUN ST STE 8,COLUMBIA,SC,29201,2650,C024,8032569700,832215,RICHLAND,10 to 19,$500000 to $1 million,8032562519,RESOURCEASSOCINC.COM,Marriage & Family Counselors
j,855-475-3060,CAREGIVERS ON DEMAND,,,,106 DOCTOR CIR,COLUMBIA,SC,29203,6503,C060,8035098206,808201,RICHLAND,10 to 19,$1 to 2.5 million,,,Home Health Service
j,855-475-3060,I A C X ENERGY,MANAGER,CODY,COMPTON,5400 LYNDON B JOHNSON FWY STE 1070,DALLAS,TX,75240,1024,C002,9729603210,492401,DALLAS,5 to 9,$5 to 10 million,,,Gas-Natural
j,855-475-3060,MANNY'S UPTOWN TEXMEX RSTRNT,OWNER,MANNY,RUIZ,3521 OAK GROVE AVE,DALLAS,TX,75204,2334,C002,2142521616,581208,DALLAS,5 to 9,Less than $500000,,,Restaurants
j,855-475-3060,MENARA NETWORKS INC,,,,3400 CARLISLE ST,DALLAS,TX,75204,1285,C041,2143031600,335701,DALLAS,10 to 19,$10 to 20 million,,MENARANET.COM,Fiber Optics-Equipment & Systems (Mfrs)
j,855-475-3060,HANS CHOCOLATIER,OWNER,HANS,WILDBURGER,7818 BROOKHOLLOW RD,DALLAS,TX,75235,3303,C009,2146314403,514906,DALLAS,5 to 9,$5 to 10 million,2146314403,HANSCHOCOLATIER.COM,Chocolate & Cocoa (Whls)
j,855-475-3060,WALLS PRINTING CO,OWNER,KEVIN,WALLS,9171 KING ARTHUR DR,DALLAS,TX,75247,3607,C028,2146308088,275202,DALLAS,10 to 19,$2.5 to 5 million,2146300434,WALLSPRINTING.COM,Printers (Mfrs)
j,855-475-3060,HALIFAX GROUP,DIRECTOR,BRENT,WILLIAMS,200 CRESCENT CT STE 1030,DALLAS,TX,75201,1534,C015,2148558700,621111,DALLAS,5 to 9,$2.5 to 5 million,2148558712,THEHALIFAXGROUP.COM,Investments
j,855-475-3060,AMERICAN RENEWABLE FUELS,VICE PRESIDENT,ERNESTO,ROJAS,1601 ELM ST STE 2010,DALLAS,TX,75201,4782,C001,2149540900,517206,DALLAS,5 to 9,$10 to 20 million,,,Oils-Fuel (Whls)
j,855-475-3060,TRIANON,MANAGER,MEGHAN,DYKE,2820 MCKINNON ST,DALLAS,TX,75201,1102,C052,2144688140,653108,DALLAS,5 to 9,$1 to 2.5 million,2144688150,WINDSORCOMMUNITIES.COM,Real Estate Management
j,855-475-3060,IN & OUT,,,,4210 W CAMP WISDOM RD,DALLAS,TX,75237,2465,C021,9727097116,581208,DALLAS,5 to 9,Less than $500000,,,Restaurants
j,855-475-3060,GREENBRIAR CORP,,,,1800 VALLEY VIEW LN,DALLAS,TX,75234,8922,C010,9724078400,138203,DALLAS,5 to 9,$1 to 2.5 million,,,Oil & Gas Exploration & Development
j,855-475-3060,TECHVILLE COMPUTER CTR,MANAGER,JAMES,LING,11343 N CENTRAL EXPY,DALLAS,TX,75243,6703,C021,2147397033,737801,DALLAS,5 to 9,$500000 to $1 million,2147397042,TECHVILLE.COM,Computers-Service & Repair
j,855-475-3060,ACT SECURITY CO,OWNER,JIMMY,WISNER,17833 MARY MARGARET ST,DALLAS,TX,75287,5979,R068,9723073959,738102,DENTON,5 to 9,Less than $500000,,ACTSECURITYCO.COM,Security Guard & Patrol Service
j,855-475-3060,CASTILLO'S MUFFLER & RADIATOR,OWNER,EMITRIO,CASTILLO,3100 W ILLINOIS AVE,DALLAS,TX,75211,8938,C036,2143392839,753301,DALLAS,5 to 9,$500000 to $1 million,,,Mufflers & Exhaust Systems-Engine
j,855-475-3060,PARK VILLAGE,MANAGER,JIM,DONNDELINGER,7575 S WESTMORELAND RD,DALLAS,TX,75237,3320,C019,9722987265,651303,DALLAS,5 to 9,$1 to 2.5 million,9722989638,PARKVILLAGEAPARTMENTS.NET,Apartments
j,855-475-3060,MFS INTELENET INC,,,,1950 N STEMMONS FWY,DALLAS,TX,75207,3134,C025,2149398800,481306,DALLAS,5 to 9,$1 to 2.5 million,,,Long Distance Telephone Service
j,855-475-3060,KINDER KOLLEGE,,,,2550 W RED BIRD LN,DALLAS,TX,75237,2312,C020,9726777269,835101,DALLAS,5 to 9,Less than $500000,,,Child Care Service
j,855-475-3060,DEVOLT & CO PC,OWNER,DAVID,DE VOLT,6127 LYNDON B JOHNSON FWY,DALLAS,TX,75240,6318,C035,9729804315,872101,DALLAS,5 to 9,$500000 to $1 million,,,Accountants
j,855-475-3060,PRESTON HOLLOW FNCL SVC INC,MANAGER,DAVE,JACQUART,4518 SHADY HILL DR,DALLAS,TX,75229,2951,C034,2147297379,616201,DALLAS,5 to 9,$1 to 2.5 million,,PHFSI.COM,Real Estate Loans
j,855-475-3060,AWC TEXAS INC,MANAGER,GREG,PHIPPS,10610 NEWKIRK ST STE 105,DALLAS,TX,75220,2332,C040,9724069849,356907,DALLAS,10 to 19,$2.5 to 5 million,,AWC-INC.COM,Automation Systems & Equipment-Mfrs
j,855-475-3060,PLASTIC RESCUE,,,,3330 PLUTO ST,DALLAS,TX,75212,3429,C007,2146375785,509312,DALLAS,5 to 9,$10 to 20 million,,,Recycling Centers (Whls)
j,855-475-3060,TAX SOLUTIONS,MANAGER,ALEXANDER,CASTRKUITA,3100 W NORTHWEST HWY,DALLAS,TX,75220,5943,C001,2143506677,729101,DALLAS,10 to 19,Less than $500000,,TAXSOLUCIONES.COM,Tax Return Preparation & Filing
j,855-475-3060,DALLAS MAVERICKS ULTIMATE FAN,MANAGER,MICHAEL,BRAY,8687 N CENTRAL EXPY STE 2292,DALLAS,TX,75225,4548,C025,2143736287,569913,DALLAS,5 to 9,$500000 to $1 million,,,Sportswear-Retail
j,855-475-3060,DELICIOUS BRAND LLC,PRESIDENT,STAN,ROTHSCHILD,3475 MISTY MEADOW DR,DALLAS,TX,75287,6025,R068,9726621991,399903,DENTON,5 to 9,$1 to 2.5 million,,DELICIOUSBRANDSLLC.COM,Manufacturers
j,855-475-3060,UT SOUTH WESTERN MEDICAL CTR,PRESIDENT,DANIEL,PODOLSKY,5323 HARRY HINES BLVD,DALLAS,TX,75390,7200,C000,8179212996,801101,DALLAS,5 to 9,$1 to 2.5 million,,UTSOUTHWESTERN.EDU,Physicians & Surgeons
j,855-475-3060,LANCASTER & ASSOC INC,OWNER,PHIL,CLEMMONS,10910 ALDER CIR,DALLAS,TX,75238,1353,C003,2143400359,259198,DALLAS,10 to 19,$2.5 to 5 million,2143403108,LANCASTERANDASSOC.COM,Drapery Hdwr-Window Blinds/Shades (Mfrs)
j,855-475-3060,WALAAL CORP,MANAGER,JAMEL,GENAMO,11298 LUNA RD,DALLAS,TX,75229,3122,C063,2149058067,738999,DALLAS,5 to 9,$500000 to $1 million,,,Business Services Nec
j,855-475-3060,CENTRAL PARK EAR NOSE & THROAT,MANAGER,GRACE,BURMINGHAM,1881 SYLVAN AVE,DALLAS,TX,75208,2083,C038,9728076777,801104,DALLAS,5 to 9,$1 to 2.5 million,,CENTRALPARKENT.NET,Clinics
j,855-475-3060,OSGOOD O'NEIL SALON,MANAGER,SILVIA,HOFFMAN,4320 LOVERS LN,DALLAS,TX,75225,6921,C002,2143893297,723106,DALLAS,10 to 19,$500000 to $1 million,,,Beauty Salons
j,855-475-3060,2ND STEP DAYCARE & LEARNING,OWNER,KERMITRICE,WILLIAMS,4254 S R L THORNTON FWY,DALLAS,TX,75224,,,2143722800,835101,DALLAS,5 to 9,Less than $500000,,,Child Care Service
j,855-475-3060,FRITO-LAY INC,OTHER,NED,SEARLES,3433 MORSE DR,DALLAS,TX,75236,1119,C012,2143317000,514101,DALLAS,10 to 19,$20 to 50 million,,,Food Products (Whls)
j,855-475-3060,INTEGRIS HOME HEALTHCARE,ADMINISTRATOR,DILLON,MATHEW,2735 VILLA CREEK DR STE 142,DALLAS,TX,75234,7633,C049,2149158135,808201,DALLAS,10 to 19,$1 to 2.5 million,,INTEGRISHHC.COM,Home Health Service
j,855-475-3060,ROYALE BALLET & ALL THAT JAZZ,OWNER,ANGELA,SHAM,17404 HILLCREST RD STE 200,DALLAS,TX,75252,5955,R017,9728184949,791101,COLLIN,5 to 9,Less than $500000,,,Dancing Instruction
j,855-475-3060,UNION MISSIONARY BAPTIST CHR,RELIGIOUS LEADER,CHARLES,MARTIN,3410 S POLK ST,DALLAS,TX,75224,3804,C040,2143747850,866107,DALLAS,5 to 9,Unknown,2143716399,THEUNIONCHURCH-DALLAS.ORG,Churches
j,855-475-3060,SPRING CREEK PRIVATE SCHOOL,OWNER,MARCIA,WENTZ,14855 SPRING CREEK RD,DALLAS,TX,75248,5712,C027,9722390096,835102,DALLAS,10 to 19,$500000 to $1 million,9722395949,SPRINGCREEKPRIVATESCHOOL.COM,Schools-Nursery & Kindergarten Academic
j,855-475-3060,PARK CITIES ORTHODONTICS PA,,,,8611 HILLCREST AVE,DALLAS,TX,75225,4207,C034,2144848496,802101,DALLAS,5 to 9,$500000 to $1 million,,,Dentists
j,855-475-3060,PASSIONATE HOME HEALTH,,,,9550 SKILLMAN ST,DALLAS,TX,75243,8261,C037,9722227060,808201,DALLAS,10 to 19,$500000 to $1 million,,,Home Health Service
j,855-475-3060,PLAN FUND,EXECUTIVE DIRECTOR,ANTHONY,PACE,2801 SWISS AVE,DALLAS,TX,75204,5925,C005,2149426698,614101,DALLAS,5 to 9,$2.5 to 5 million,,,Loans
j,855-475-3060,SQUARE FOOT INC,OWNER,JOSEPH,MCELROY,1207 ELDORADO AVE,DALLAS,TX,75208,4126,C020,2149437900,653118,DALLAS,5 to 9,$1 to 2.5 million,,SQFT.NET,Real Estate
j,855-475-3060,H A FRANZ & CO,MANAGER,TONY,CASTA,414 REGAL ROW,DALLAS,TX,75247,5206,C040,2146315050,504609,DALLAS,5 to 9,$10 to 20 million,,HAFRANZ.COM,Vending Machines Supplies & Parts (Whls)
j,855-475-3060,MEDINA OVEN & BAR,OWNER,SAM,BENOIKKEN,2304 VICTORY PARK LN,DALLAS,TX,75219,7646,C052,2149790003,581208,DALLAS,10 to 19,Less than $500000,,MEDINADALLAS.COM,Restaurants
j,855-475-3060,SOUTHWEST COLON & RECTAL CLNC,MANAGER,CHANDRA,MONGA,221 W COLORADO BLVD STE 945,DALLAS,TX,75208,2394,C036,2149420881,801104,DALLAS,5 to 9,$1 to 2.5 million,,,Clinics
j,855-475-3060,GLOBAL SEMICONDUCTOR ALLIANCE,PRESIDENT,JODI,SHELTON,12400 COIT RD STE 650,DALLAS,TX,75251,2070,C008,9728667579,874105,DALLAS,10 to 19,$2.5 to 5 million,9722392292,,Association Management
j,855-475-3060,RIVERA'S AUTO REPAIR,OWNER,FRUMANDIO,RIVERA,8252 LAKE JUNE RD,DALLAS,TX,75217,2103,C036,2143916196,753801,DALLAS,5 to 9,$500000 to $1 million,,,Automobile Repairing & Service
j,855-475-3060,HICKORY RANCH APARTMENTS,MANAGER,KATHY,JONES,7905 MARVIN D LOVE FWY,DALLAS,TX,75237,3491,C020,9722960683,651303,DALLAS,5 to 9,$1 to 2.5 million,9722965337,HICKORYRANCH.COM,Apartments
j,855-475-3060,ECOM PPOCOM INC,CHIEF EXECUTIVE OFFICER,L,HAVARD,8350 N CENTRAL EXPY STE 600,DALLAS,TX,75206,1604,C027,2145616300,874101,DALLAS,5 to 9,$1 to 2.5 million,,,Medical Business Administration
j,855-475-3060,RICHARDS SPORTS & ENTRTN,OWNER,STUART,HAYASHI,8750 N CENTRAL EXPY STE 100,DALLAS,TX,75231,6431,C040,2146967969,731999,DALLAS,5 to 9,$1 to 2.5 million,2146967999,RICHARDS.COM,Advertising Nec
j,855-475-3060,MADISON AVENUE LIMOUSINE SVC,OWNER,MICHAEL,STEVENS,6069 BELT LINE RD,DALLAS,TX,75254,7865,C012,2145031795,411903,DALLAS,10 to 19,$500000 to $1 million,,,Limousine Service
j,855-475-3060,NEW YORK BAKERY,,,,2502 ROYAL LN,DALLAS,TX,75229,3457,C028,9724847117,546102,DALLAS,5 to 9,Less than $500000,,,Bakers-Retail
j,855-475-3060,ENCHANTED HILLS,MANAGER,VIRGINIA,PANTOJA,7802 VILLA CLIFF DR,DALLAS,TX,75228,6355,C025,2143285572,651303,DALLAS,5 to 9,$1 to 2.5 million,,,Apartments
j,855-475-3060,NEWMAN PARK CHRISTIAN CTR,RELIGIOUS LEADER,C,PRITCHETT,7922 FAIRPORT RD,DALLAS,TX,75217,6428,C028,2143981591,866107,DALLAS,5 to 9,Unknown,2143915330,,Churches
j,855-475-3060,NOVELL INC,,,,1950 N STEMMONS FWY,DALLAS,TX,75207,3134,C025,2147465151,737201,DALLAS,5 to 9,$2.5 to 5 million,,,Computer Software-Manufacturers
j,855-475-3060,NATIONAL STONE INC,OWNER,STEVE,BROUSSARD,3102 SYLVAN AVE,DALLAS,TX,75212,4027,C005,2146517667,141101,DALLAS,10 to 19,$1 to 2.5 million,2146517899,NATIONALSTONE.COM,Stone-Natural
j,855-475-3060,FOX LAW FIRM,PARTNER,WILLIAM,ARNOLD,3710 RAWLINS ST STE 901,DALLAS,TX,75219,4231,C035,2145284369,811103,DALLAS,10 to 19,$1 to 2.5 million,,FOXFIRM.COM,Attorneys
j,855-475-3060,HANOVER COMPRESSION,,,,3625 N HALL ST,DALLAS,TX,75219,5106,C035,2145289270,508402,DALLAS,5 to 9,$10 to 20 million,,,Compressors-Air & Gas (Whls)
j,855-475-3060,FIRST BAPTIST ACADEMY SYSTEM,PRINCIPAL,BRIAN,LITTLEFIELD,1606 PATTERSON ST,DALLAS,TX,75201,3300,C037,2149692488,821103,DALLAS,10 to 19,Unknown,,,Schools
j,855-475-3060,HORIZON MEDIA INC,,,,12221 MERIT DR,DALLAS,TX,75251,2202,C005,9727200518,874856,DALLAS,5 to 9,$500000 to $1 million,,HORIZON-MEDIA.NET,Media Consultants
j,855-475-3060,ST JOHN BOUTIQUE,SITE MANAGER,PRITCIA,DICKSON,43 HIGHLAND PARK VLG,DALLAS,TX,75205,2731,C015,2145224194,562101,DALLAS,5 to 9,$500000 to $1 million,2145222358,,Women's Apparel-Retail
j,855-475-3060,PARK CENTRAL BAPTIST CHURCH,RELIGIOUS LEADER,PHIL,WASHBURN,7777 LYNDON B JOHNSON FWY,DALLAS,TX,75251,1201,C007,9726618888,866107,DALLAS,5 to 9,Unknown,9723850955,PARKCENTRALBAPTIST.ORG,Churches
j,855-475-3060,OAK HOLLOW APARTMENTS,OWNER,HARVEY,GIDDEN,444 OAK HOLLOW DR APT 101,DALLAS,TX,75217,6256,C025,2143980631,651303,DALLAS,10 to 19,$2.5 to 5 million,2143984618,,Apartments
j,855-475-3060,TAYLOR LAW OFFICE,OWNER,EUGENE,TAYLOR III,18170 DALLAS PKWY STE 501,DALLAS,TX,75287,7151,R059,2149819191,811103,DENTON,5 to 9,$500000 to $1 million,,,Attorneys
j,855-475-3060,JAMES R HILLIARD & ASSOC,OWNER,JAMES,HILLIARD,8144 WALNUT HILL LN STE 1190,DALLAS,TX,75231,4344,C053,2147507650,811103,DALLAS,5 to 9,$500000 to $1 million,,,Attorneys
j,855-475-3060,FARMSTEAD KITCHEN,,,,1605 N BECKLEY AVE,DALLAS,TX,75203,1005,C009,2144661260,571211,DALLAS,10 to 19,$2.5 to 5 million,,,Kitchen Cabinets & Equipment-Household
j,855-475-3060,QUIK ORDER,,,,1950 N STEMMONS FWY STE 1039A,DALLAS,TX,75207,3137,C025,2147490186,581208,DALLAS,10 to 19,Less than $500000,,,Restaurants
j,855-475-3060,GREAT AMERICA HVAC & ELEC,MANAGER,DAVID,RANDON,10209 PLANO RD,DALLAS,TX,75238,1721,C046,2145031024,152103,DALLAS,5 to 9,$2.5 to 5 million,,,General Contractors
j,855-475-3060,PAYNE & BLANCHARD,PARTNER,KEVIN,COOK,717 N HARWOOD ST STE 3350,DALLAS,TX,75201,6517,C052,2149531313,811103,DALLAS,10 to 19,$1 to 2.5 million,,,Attorneys
j,855-475-3060,DALLAS SUMMER MUSICALS ACAD,MANAGER,VICKI,SQUIRES,1925 ELM ST,DALLAS,TX,75201,4510,C039,2149697469,792207,DALLAS,10 to 19,$1 to 2.5 million,2143031873,DSMSCHOOL.ORG,Theatres-Live
j,855-475-3060,CATFISH KING RESTAURANT,MANAGER,RICKY,URRUTAI,6940 S COCKRELL HILL RD,DALLAS,TX,75236,9659,R013,9722968203,581208,DALLAS,5 to 9,Less than $500000,9722968203,DAVIDBEARDS.COM,Restaurants
j,855-475-3060,PRESCOTT PAILET BENEFITS LP,MANAGER,STUART,PRESCOTT,12222 MERIT DR STE 1230,DALLAS,TX,75251,2203,C005,2147395442,809904,DALLAS,10 to 19,$1 to 2.5 million,2147395625,PRESCOTTPAILET.COM,Health Maintenance Organizations
j,855-475-3060,TEXAS MOVIE HOUSZ,,,,1718 S HAMPTON RD,DALLAS,TX,75208,7717,C017,2143378777,783201,DALLAS,5 to 9,$500000 to $1 million,,,Theatres-Movie
j,855-475-3060,DIGITAL CONVERGENCE,,,,9101 N CENTRAL EXPY STE 600,DALLAS,TX,75231,5956,C040,2142926000,737415,DALLAS,5 to 9,$1 to 2.5 million,2142926001,CUECAT.COM,Internet Service
j,855-475-3060,L'IMAGE SALON DALLAS,OWNER,DAYTON,MAST,13465 INWOOD RD STE 150,DALLAS,TX,75244,5348,C050,9729348080,723106,DALLAS,10 to 19,$500000 to $1 million,9729340950,LIMAGEDALLAS.COM,Beauty Salons
j,855-475-3060,BRYSON AT CITY PLACE,MANAGER,BRITTANY,STROUD,2901 CITYPLACE WEST BLVD,DALLAS,TX,75204,309,C002,2143708500,651303,DALLAS,5 to 9,$1 to 2.5 million,,,Apartments
j,855-475-3060,AMBASSADOR CAB,MANAGER,JAMAL,GAMAMO,11298 LUNA RD,DALLAS,TX,75229,3122,C063,2149051111,411904,DALLAS,5 to 9,Less than $500000,9725562848,,Car Service
j,855-475-3060,PROPATH ASSOCIATES,,,,8267 ELMBROOK DR STE 100,DALLAS,TX,75247,4051,C030,2146382000,801112,DALLAS,5 to 9,$1 to 2.5 million,,,Pathologists
j,855-475-3060,HFA MORTGAGE,,,,5580 LYNDON B JOHNSON FWY,DALLAS,TX,75240,6210,C003,2142472100,616201,DALLAS,5 to 9,$1 to 2.5 million,,,Real Estate Loans
j,855-475-3060,KB PREMIER CREDIT SVC,OTHER,MIKE,BOULTER,3010 LYNDON B JOHNSON FWY FL 1200,DALLAS,TX,75234,2710,C040,4693275394,732301,DALLAS,5 to 9,$2.5 to 5 million,,,Credit Reporting Agencies
j,855-475-3060,PALOGIC VALUE MANAGEMENT LP,,,,1700 PACIFIC AVE STE 4535,DALLAS,TX,75201,7389,C039,2148712700,874130,DALLAS,5 to 9,$1 to 2.5 million,,,Management Services
j,855-475-3060,ENP FRANCHISE,PRESIDENT,ERIC,TALETTI,5301 W LOVERS LN STE 108,DALLAS,TX,75209,4244,C022,4698550513,581220,DALLAS,10 to 19,Less than $500000,,JERSEYMIKESUBS.COM,Restaurant Management
j,855-475-3060,BACHMAN OAKS,MANAGER,SANDRA,LERMA,2501 WEBB CHAPEL EXT,DALLAS,TX,75220,5856,C001,2143522014,651303,DALLAS,5 to 9,$1 to 2.5 million,2143524906,BACHMANOAKS-APTS.COM,Apartments
j,855-475-3060,NORTH DALLAS ANTIQUE MALL,OWNER,ROGER,HOLMES,11722 MARSH LN STE 353,DALLAS,TX,75229,2683,C024,2143662100,593202,DALLAS,10 to 19,$500000 to $1 million,,NORTHDALLASANTIQUEMALL.COM,Antiques-Dealers
j,855-475-3060,MARK E JACOBS PC ATTORNEY,OWNER,MARK,JACOBS,5050 QUORUM DR STE 140,DALLAS,TX,75254,7079,C020,9726195621,811103,DALLAS,5 to 9,$500000 to $1 million,,,Attorneys
j,855-475-3060,ALVAREZ CONSTRUCTION,,,,13430 RED FERN LN,DALLAS,TX,75240,5732,C074,9726390017,152103,DALLAS,5 to 9,$2.5 to 5 million,,WWW.ALVAREZCONSTRUCTION.COM,General Contractors
j,855-475-3060,BRIGHTON,MANAGER,KODI,WILSON,5426 MEADOWCREEK DR,DALLAS,TX,75248,5000,C055,9722334500,651303,DALLAS,10 to 19,$2.5 to 5 million,9729800578,THEBRIGHTONAPARTMENTS.COM,Apartments
j,855-475-3060,SAS CORP,,,,123 OAK LAWN AVE,DALLAS,TX,75207,6911,C038,2146518919,999977,DALLAS,10 to 19,Unknown,,SASLIVING.COM,Nonclassified Establishments
j,855-475-3060,F R GLOBAL TRADING CO INC,CHIEF EXECUTIVE OFFICER,JIMMY,JIANG,11311 HARRY HINES BLVD,DALLAS,TX,75229,3451,C060,2142818668,533102,DALLAS,5 to 9,$500000 to $1 million,,,Trading Posts
j,855-475-3060,ROGERS CO,OWNER,DEL,ROGERS,10713 PLANO RD STE 300,DALLAS,TX,75238,5373,C003,2143494174,839907,DALLAS,10 to 19,Unknown,2143494741,STEWARDSHIPENRICHMENT.COM,Fund Raising Counselors & Organizations
j,855-475-3060,CLIFFS,MANAGER,BRIAN,BORDELON,8820 SOUTHWESTERN BLVD,DALLAS,TX,75206,2885,C029,2147723000,651303,DALLAS,5 to 9,$1 to 2.5 million,2147723050,,Apartments
j,855-475-3060,BOUNCE COMMUNICATIONS,,,,6119A GREENVILLE AVE,DALLAS,TX,75206,1910,C033,9722341550,489901,DALLAS,10 to 19,$5 to 10 million,,,Communications Services-Common Carriers
j,855-475-3060,WELLONS BETTYE,,,,2431 SHORECREST DR,DALLAS,TX,75235,1800,C025,2143516556,581208,DALLAS,5 to 9,Less than $500000,,,Restaurants
j,855-475-3060,BELL & MCCOY,,,,2633 ANDJON DR,DALLAS,TX,75220,1309,C048,2143504606,506330,DALLAS,5 to 9,$5 to 10 million,,,Electric Equipment & Supplies-Wholesale
j,855-475-3060,INNOWERA,,,,2201 W ROYAL LN,DALLAS,TX,75229,,,9728309847,573401,DALLAS,5 to 9,$1 to 2.5 million,,,Computer Software
j,855-475-3060,NEEDLEPOINT THIS,OWNER,SHERRI,CODY,4420 LOVERS LN,DALLAS,TX,75225,6923,C002,2143636377,239208,DALLAS,10 to 19,$2.5 to 5 million,2143639807,NEEDLEPOINTTHIS.COM,House Furnishings-Ex Draperies (Mfrs)
j,855-475-3060,AISHA'S LEARNING CTR,EXECUTIVE DIRECTOR,SHEILA,MATLOCK,6610 TYREE ST,DALLAS,TX,75209,4517,C029,2143508444,835101,DALLAS,10 to 19,Less than $500000,,,Child Care Service
j,855-475-3060,KOZY HEATING & AIR,MANAGER,DEBBIE,COLLINSWORTH,11431 PLANO RD,DALLAS,TX,75243,8512,C067,9724632600,171117,DALLAS,5 to 9,$1 to 2.5 million,,KOZYSERVICES.COM,Air Conditioning Contractors & Systems
j,855-475-3060,SEASONAL MAINTENANCE,PRINCIPAL,MARVIN,DOSS,4811 DUNCANVILLE RD APT 1801,DALLAS,TX,75236,1869,C005,9727092102,154227,DALLAS,5 to 9,$2.5 to 5 million,,,Maintenance Contractors
j,855-475-3060,PYROTECNICO F/X,,,,4301 LINDBERGH DR,DALLAS,TX,75201,,,2149547035,731901,DALLAS,5 to 9,$1 to 2.5 million,,,Display Designers & Producers
j,855-475-3060,DOCTORS SPECIALITY PHARMACY,,,,9101 N CENTRAL EXPY,DALLAS,TX,75231,5927,C040,2143633700,591205,DALLAS,5 to 9,$2.5 to 5 million,,,Pharmacies
j,855-475-3060,WOODMINE DOORS,OWNER,PATRICK,NATOGNELLI,1241 MAJESTY DR,DALLAS,TX,75247,3917,C028,2145581068,521131,DALLAS,5 to 9,$1 to 2.5 million,,WOODMINEDOORS.COM,Doors
j,855-475-3060,CROWN MOON LLC,OWNER,NIMESH,PATEL,4516 LOVERS LN # 331,DALLAS,TX,75225,6925,C002,2143156432,807129,DALLAS,10 to 19,$1 to 2.5 million,,,Diagnostic Imaging Centers
